"CÓD. 
DEP.";DEPARTAMENTO;CÓD. MUN.;MUNICIPIO;"GRUPO 
DE CULTIVO";"SUBGRUPO 
DE CULTIVO";CULTIVO;DESAGREGACIÓN REGIONAL Y/O SISTEMA PRODUCTIVO;AÑO;PERIODO;"Área Sembrada
(ha)";"Área Cosechada
(ha)";"Producción
(t)";"Rendimiento
(t/ha)";ESTADO FISICO PRODUCCION;"NOMBRE 
CIENTIFICO";CICLO DE CULTIVO
13;BOLIVAR;13268;EL PEÑON;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2011;2011A;33;11;7;6;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13894;ZAMBRANO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2011;2011A;22;22;10;45;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13667;SAN MARTIN DE LOBA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2011;2011A;20;15;6;43;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13760;SOPLAVIENTO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2011;2011A;12;10;10;1;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8685;SANTO TOMAS;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2011;2011B;90;70;56;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8549;PIOJO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2011;2011B;62;47;33;7;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8296;GALAPA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2011;2011B;38;37;37;1;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8433;MALAMBO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2011;2011B;3;2;2;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13473;MORALES;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2011;2011B;900;700;490;7;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13688;SANTA ROSA DEL SUR;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2011;2011B;400;360;180;5;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13442;MARIA LA BAJA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2011;2011B;300;300;450;15;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13894;ZAMBRANO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2011;2011B;230;200;12;6;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13647;SAN ESTANISLAO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2011;2011B;130;120;80;67;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13744;SIMITI;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2011;2011B;120;90;45;5;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13212;CORDOBA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2011;2011B;90;90;108;12;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13760;SOPLAVIENTO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2011;2011B;15;12;12;1;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8685;SANTO TOMAS;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012A;140;80;98;123;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8638;SABANALARGA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012A;60;20;16;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8549;PIOJO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012A;33;20;31;155;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8849;USIACURI;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012A;28;22;9;4;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8433;MALAMBO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012A;20;10;6;6;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8560;PONEDERA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012A;19;19;15;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8296;GALAPA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012A;15;13;13;1;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8078;BARANOA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012A;12;9;7;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8520;PALMAR DE VARELA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012A;6;6;6;1;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13473;MORALES;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012A;660;620;310;5;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13688;SANTA ROSA DEL SUR;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012A;520;500;250;5;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13647;SAN ESTANISLAO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012A;80;40;28;7;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13744;SIMITI;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012A;80;80;48;6;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13442;MARIA LA BAJA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012A;70;70;105;15;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13074;BARRANCO DE LOBA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012A;60;60;48;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13212;CORDOBA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012A;60;60;72;12;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13268;EL PEÑON;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012A;35;35;28;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13894;ZAMBRANO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012A;25;25;20;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13760;SOPLAVIENTO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012A;10;8;8;1;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13667;SAN MARTIN DE LOBA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012A;5;5;4;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13657;SAN JUAN NEPOMUCENO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012A;3;3;3;1;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8685;SANTO TOMAS;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012B;260;180;126;7;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8832;TUBARA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012B;50;42;29;7;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8433;MALAMBO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012B;40;40;16;4;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8549;PIOJO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012B;40;23;16;7;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8638;SABANALARGA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012B;40;9;7;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8296;GALAPA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012B;38;37;37;1;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8560;PONEDERA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012B;16;16;13;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13473;MORALES;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012B;950;850;510;6;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13688;SANTA ROSA DEL SUR;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012B;350;350;175;5;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13894;ZAMBRANO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012B;320;320;292;91;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13442;MARIA LA BAJA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012B;300;225;338;15;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13647;SAN ESTANISLAO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012B;130;15;11;7;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13744;SIMITI;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012B;120;120;60;5;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13212;CORDOBA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012B;100;100;120;12;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13873;VILLANUEVA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012B;100;70;84;12;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13074;BARRANCO DE LOBA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012B;75;75;75;1;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13667;SAN MARTIN DE LOBA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012B;25;25;23;9;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13760;SOPLAVIENTO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012B;20;18;18;1;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13268;EL PEÑON;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012B;15;15;15;1;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13620;SAN CRISTOBAL;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012B;15;10;15;15;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13001;CARTAGENA DE INDIAS;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012B;3;2;2;1;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13657;SAN JUAN NEPOMUCENO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2012;2012B;3;3;3;1;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8638;SABANALARGA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013A;100;50;40;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8560;PONEDERA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013A;88;88;69;79;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8685;SANTO TOMAS;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013A;80;75;53;7;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8078;BARANOA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013A;61;29;22;77;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8849;USIACURI;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013A;35;35;23;67;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8433;MALAMBO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013A;30;15;9;6;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8549;PIOJO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013A;24;7;6;79;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8296;GALAPA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013A;15;12;13;112;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8520;PALMAR DE VARELA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013A;8;4;3;75;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13688;SANTA ROSA DEL SUR;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013A;800;800;640;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13473;MORALES;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013A;450;250;175;7;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13212;CORDOBA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013A;120;120;120;1;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13744;SIMITI;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013A;95;75;30;4;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13442;MARIA LA BAJA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013A;86;86;129;15;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13647;SAN ESTANISLAO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013A;80;40;28;7;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13268;EL PEÑON;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013A;30;30;24;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13894;ZAMBRANO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013A;30;30;30;1;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13760;SOPLAVIENTO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013A;10;9;9;1;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13657;SAN JUAN NEPOMUCENO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013A;9;9;9;1;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13074;BARRANCO DE LOBA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013A;6;6;3;5;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8685;SANTO TOMAS;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013B;103;92;46;5;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8832;TUBARA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013B;60;50;35;7;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8549;PIOJO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013B;40;36;22;6;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8638;SABANALARGA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013B;40;35;28;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8849;USIACURI;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013B;37;26;17;67;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8296;GALAPA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013B;34;32;36;112;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8560;PONEDERA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013B;26;26;23;9;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8520;PALMAR DE VARELA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013B;7;5;5;9;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8433;MALAMBO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013B;6;6;4;6;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13473;MORALES;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013B;850;850;425;5;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13688;SANTA ROSA DEL SUR;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013B;300;300;180;6;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13744;SIMITI;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013B;160;160;80;5;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13442;MARIA LA BAJA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013B;150;150;225;15;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13647;SAN ESTANISLAO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013B;130;100;70;7;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13212;CORDOBA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013B;100;100;100;1;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13873;VILLANUEVA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013B;100;70;84;12;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13074;BARRANCO DE LOBA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013B;50;50;30;6;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13760;SOPLAVIENTO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013B;20;16;16;1;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13268;EL PEÑON;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013B;15;15;9;6;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13657;SAN JUAN NEPOMUCENO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013B;10;10;10;1;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13001;CARTAGENA DE INDIAS;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013B;4;3;4;12;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13620;SAN CRISTOBAL;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2013;2013B;2;2;3;15;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8638;SABANALARGA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2014;2014A;105;60;54;9;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8433;MALAMBO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2014;2014A;80;60;30;5;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8685;SANTO TOMAS;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2014;2014A;80;75;53;7;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8560;PONEDERA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2014;2014A;75;65;52;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8078;BARANOA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2014;2014A;61;29;22;77;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8849;USIACURI;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2014;2014A;35;35;23;67;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8296;GALAPA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2014;2014A;34;25;13;5;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8549;PIOJO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2014;2014A;11;1;1;5;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8520;PALMAR DE VARELA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2014;2014A;4;2;2;1;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13688;SANTA ROSA DEL SUR;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2014;2014A;700;650;325;5;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13473;MORALES;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2014;2014A;520;520;312;6;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13744;SIMITI;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2014;2014A;100;100;70;7;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13894;ZAMBRANO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2014;2014A;85;85;128;15;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13212;CORDOBA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2014;2014A;60;40;32;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13268;EL PEÑON;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2014;2014A;48;48;38;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13442;MARIA LA BAJA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2014;2014A;20;20;13;66;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13657;SAN JUAN NEPOMUCENO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2014;2014A;10;8;8;1;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13760;SOPLAVIENTO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2014;2014A;10;2;2;1;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13654;SAN JACINTO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2014;2014A;9;5;5;1;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13673;SANTA CATALINA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2014;2014A;6;6;6;1;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8685;SANTO TOMAS;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2014;2014B;87;70;37;53;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8433;MALAMBO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2014;2014B;70;20;10;5;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8638;SABANALARGA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2014;2014B;40;35;32;9;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8849;USIACURI;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2014;2014B;37;26;17;67;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8296;GALAPA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2014;2014B;35;20;10;48;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8560;PONEDERA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2014;2014B;26;26;23;9;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8832;TUBARA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2014;2014B;20;5;4;7;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8549;PIOJO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2014;2014B;19;13;7;5;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8520;PALMAR DE VARELA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2014;2014B;4;2;2;1;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13473;MORALES;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2014;2014B;850;850;425;5;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13688;SANTA ROSA DEL SUR;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2014;2014B;550;520;312;6;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13894;ZAMBRANO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2014;2014B;250;240;360;15;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13442;MARIA LA BAJA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2014;2014B;200;150;225;15;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13744;SIMITI;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2014;2014B;160;160;80;5;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13873;VILLANUEVA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2014;2014B;90;60;32;53;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
